#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-30T19:26:32 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-30T19:26:32	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-out.src=VII/257/2mig&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VII/257/2mig&-out=2MIG&-out=2M&-out=RAJ2000&-out=DEJ2000&-out=Name&-out=r&-out=Ksmag&-out=2s&-out=HRV&-out=T&-out=N&-out=Comm&-out=NED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7257
#Name: VII/257
#Title: 2MASS-selected Isolated Galaxies (2MIG) (Karachentseva+, 2010)
#INFO	ivoid=ivo://cds.vizier/vii/257	    IVOID of underlying data collection
#INFO	creator=Karachentseva V.E.	    First author or institution
#INFO	cites=bibcode:2010AstBu..65....1K	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/257	    Dataset landing page
#INFO	publication_date=2018-01-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_257_2mig:
#Name: VII/257/2mig
#Title: 2MASS-selected Isolated Galaxies Catalog (2MIG)
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	2MIG	(I4)	Galaxy number	[ucd=meta.id;meta.main]
#Column	2M	(A2)	Display the 2MASSX data (Cat. VII/233)	[ucd=meta.ref.url]
#Column	RAJ2000	(A11)	Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Name	(a16)	Galaxy name in the known catalogs	[ucd=meta.id]
#Column	r	(F5.1)	K-band fiducial elliptical Kron radius	[ucd=phys.angSize;em.IR.K]
#Column	Ksmag	(F5.2)	Ks-band fiducial elliptical Kron magnitude	[ucd=phot.mag;em.IR.K]
#Column	2s	(I3)	Dimensionless "separation" between isolated galaxy and its nearest significant neighbour	[ucd=pos.angDistance]
#Column	HRV	(I5)	? Heliocentric radial velocity taken from LEDA or NED databases	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	T	(I2)	Morphological type in de Vaucouleurs' scale (T=-2 is any elliptical galaxies)	[ucd=src.morph.type]
#Column	N	(I1)	? Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS (1)	[ucd=meta.number]
#Column	Comm	(a34)	? Comments (2)	[ucd=meta.note]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	2MIG	2M	RAJ2000	DEJ2000	Name	r	Ksmag	2s	HRV	T	N	Comm	NED
190.8929583	-29.1973611	1764	2M	12 43 34.31	-29 11 50.5	PGC732184       	 18.0	11.59	 73	 8656	 1	 	                                  	NED
190.9932500	-45.5947222	1765	2M	12 43 58.38	-45 35 41.0	ESO268-035      	 18.4	11.18	 79	 6006	 5	1	IRAS                              	NED
191.0611667	-16.3094167	1766	2M	12 44 14.68	-16 18 33.9	2MFGC10032      	 30.6	10.90	 60	12686	 2	1	                                  	NED
191.1092083	+37.1213056	1767	2M	12 44 26.21	+37 07 16.7	NGC4662         	 46.1	10.17	 88	 6995	 2	 	Bar,KIG550,Vc                     	NED
191.1170417	 -3.0051389	1768	2M	12 44 28.09	-03 00 18.5	CGCG015-010     	 15.9	11.62	 77	 7164	 4	 	Bar,ring,NLAGN,Vc                 	NED
191.2214167	+18.7550556	1769	2M	12 44 53.14	+18 45 18.2	IC3721          	 24.0	10.41	 74	 6611	 2	 	IRAS                              	NED
191.2579167	-32.1813611	1770	2M	12 45 01.90	-32 10 52.9	2MFGC10047      	 16.4	11.95	 61	16275	 1	 	                                  	NED
191.2716250	-44.0054444	1771	2M	12 45 05.19	-44 00 19.6	ESO268-037      	 24.3	11.31	 62	 4873	 5	 	IRAS                              	NED
191.5358333	-58.5615556	1772	2M	12 46 08.60	-58 33 41.6	PGC3074558      	 18.2	11.26	 88	     	 3	 	                                  	NED
191.5477083	+48.6675278	1773	2M	12 46 11.45	+48 40 03.1	MCG+08-23-090   	 18.3	11.50	 65	 9248	 3	 	Vc                                	NED
191.6028750	-29.7231389	1774	2M	12 46 24.69	-29 43 23.3	ESO442-021      	 22.8	11.22	 64	 9079	 3	 	Bar                               	NED
191.7976250	+19.4644444	1775	2M	12 47 11.43	+19 27 52.0	NGC4685         	 30.6	10.05	109	 6750	 0	1	Pec                               	NED
191.9276667	 +3.8735556	1776	2M	12 47 42.64	+03 52 24.8	UGC07960        	 19.6	11.93	 64	10135	 5	 	                                  	NED
192.3430833	 +9.8177222	1777	2M	12 49 22.34	+09 49 03.8	CGCG071-050     	 17.4	11.75	 72	13553	 3	 	KIG552,IRAS                       	NED
192.4912083	 +5.3114167	1778	2M	12 49 57.89	+05 18 41.1	NGC4713         	 32.8	 9.97	 72	  652	 6	 	Bar,HII,IRAS,Vc                   	NED
192.4926250	-59.4820833	1779	2M	12 49 58.23	-59 28 55.5	PGC3085554      	 15.6	10.97	 64	     	-2	 	                                  	NED
192.7817500	-55.9970833	1780	2M	12 51 07.62	-55 59 49.5	PGC3074615      	 19.2	11.09	 88	     	 1	 	                                  	NED
192.8035833	 +4.8588889	1781	2M	12 51 12.86	+04 51 32.0	NGC4734         	 22.5	10.53	 60	 7524	 5	 	Pec,IRAS                          	NED
192.8187917	+53.6962500	1782	2M	12 51 16.51	+53 41 46.5	IC0830          	 27.0	10.30	 69	 4866	 0	 	                                  	NED
192.8730417	+31.8144722	1783	2M	12 51 29.53	+31 48 52.1	2MFGC10140      	 18.7	11.68	 67	 7370	 3	1	IRAS                              	NED
193.0554583	-29.8406111	1784	2M	12 52 13.31	-29 50 26.2	ESO442-026      	 70.6	 8.42	 89	 2930	 0	 	Bar,IRAS                          	NED
193.1854167	+59.2656111	1785	2M	12 52 44.50	+59 15 56.2	CGCG293-039     	 20.7	11.74	 63	12896	 4	 	Ring,KIG554                       	NED
193.2798750	-63.8425278	1786	2M	12 53 07.17	-63 50 33.1	2MASX           	 24.2	 9.19	 98	     	 0	1	                                  	NED
193.3463333	-58.0725833	1787	2M	12 53 23.12	-58 04 21.3	PGC2801582      	 27.4	10.46	 77	     	 1	 	                                  	NED
193.3637917	-48.7491389	1788	2M	12 53 27.31	-48 44 56.9	NGC4785         	 56.3	 8.63	 82	 3678	 0	1	Bar,ring,IRAS                     	NED
193.3722083	 -5.4296667	1789	2M	12 53 29.33	-05 25 46.8	PGC170211       	 23.1	10.51	 62	 4695	 0	 	                                  	NED
193.6927917	-21.8719444	1790	2M	12 54 46.27	-21 52 19.0	ESO575-025      	 15.0	11.70	 69	 9004	 4	1	                                  	NED
193.9759583	+63.6118333	1791	2M	12 55 54.23	+63 36 42.6	UGC08059        	 39.2	10.27	 96	 2762	 3	2	IRAS                              	NED
194.1795417	-34.7043056	1792	2M	12 56 43.09	-34 42 15.5	ESO381-030      	 20.0	11.49	 62	10255	 4	1	                                  	NED
194.1815417	-21.0201389	1793	2M	12 56 43.57	-21 01 12.5	MCG-03-33-018   	 18.8	11.28	 64	 4913	 6	1	Pec,HII,IRAS                      	NED
194.2341667	-57.8569167	1794	2M	12 56 56.20	-57 51 24.9	PGC166259       	 24.2	10.93	 67	 5225	 0	 	                                  	NED
194.4485000	+36.3705278	1795	2M	12 57 47.64	+36 22 13.9	NGC4846         	 23.5	10.90	 79	 4534	 4	 	Bar,KIG561,IRAS                   	NED
194.4910417	 +9.2401389	1796	2M	12 57 57.85	+09 14 24.5	CGCG071-081     	 17.7	11.25	 62	 7353	-2	 	                                  	NED
194.6324167	 +8.2175556	1797	2M	12 58 31.78	+08 13 03.2	CGCG043-086     	 17.9	11.32	 65	 8321	 2	1	                                  	NED
194.6811250	-56.8151389	1798	2M	12 58 43.47	-56 48 54.5	PGC396931       	 16.0	11.93	112	     	 7	 	                                  	NED
194.7834167	-10.9141111	1799	2M	12 59 08.02	-10 54 50.8	PGC170223       	 24.4	10.89	 63	 6400	 3	 	                                  	NED
194.9471250	+21.8130556	1800	2M	12 59 47.31	+21 48 47.0	IC0841          	 17.7	10.86	 67	 7156	 3	 	Bar,IRAS                          	NED
195.1384583	+10.1300833	1801	2M	13 00 33.23	+10 07 48.3	CGCG071-096     	 15.8	11.84	 72	 7234	 1	 	Pec                               	NED
195.2942083	-38.9157500	1802	2M	13 01 10.61	-38 54 56.7	ESO323-064      	 32.8	11.45	 61	     	 4	1	                                  	NED
195.5761667	+32.8907778	1803	2M	13 02 18.28	+32 53 26.8	UGC08145        	 33.4	10.51	 85	 7579	 2	 	Bar                               	NED
195.7399583	-66.0642222	1804	2M	13 02 57.59	-66 03 51.2	PGC3074793      	 19.7	10.67	181	     	 1	 	IRAS                              	NED
195.7933333	-70.6392222	1805	2M	13 03 10.40	-70 38 21.2	PGC2801626      	 16.2	11.86	 88	     	 3	 	                                  	NED
196.2510833	-47.2369167	1806	2M	13 05 00.26	-47 14 12.9	NGC4940         	 24.4	 9.89	 64	 5086	 1	1	IRAS                              	NED
196.2690833	-46.7902500	1807	2M	13 05 04.58	-46 47 24.9	ESO269-043      	 21.1	10.69	 63	 5064	 0	1	                                  	NED
196.4446667	+46.4616667	1808	2M	13 05 46.72	+46 27 42.0	UGC08189        	 32.5	10.94	 78	 7436	 4	 	IRAS                              	NED
196.5764167	+10.3768333	1809	2M	13 06 18.34	+10 22 36.6	UGC08192        	 15.7	11.50	 69	 9668	 3	1	Ring,pec                          	NED
196.7118333	-53.0812500	1810	2M	13 06 50.84	-53 04 52.5	PGC166274       	 17.0	11.51	 66	 8710	 0	1	                                  	NED
196.7363750	+18.8982222	1811	2M	13 06 56.73	+18 53 53.6	PGC1573857      	 15.1	11.56	 63	     	 1	 	                                  	NED
196.7513333	-67.3229722	1812	2M	13 07 00.32	-67 19 22.7	PGC3074879      	 17.0	11.82	 66	     	 5	 	                                  	NED
196.8711250	-27.3891389	1813	2M	13 07 29.07	-27 23 20.9	ESO508-008      	 30.9	10.05	 84	 5909	 0	1	Bar,ring                          	NED
196.9320417	-12.5590556	1814	2M	13 07 43.69	-12 33 32.6	MCG-02-34-001   	 24.2	10.26	 76	 6476	-2	 	Vc                                	NED
196.9328333	-19.3955556	1815	2M	13 07 43.88	-19 23 44.0	ESO575-059      	 30.4	 9.74	 62	 4620	 0	 	                                  	NED
197.1431250	+21.0497222	1816	2M	13 08 34.35	+21 02 59.0	IC0851          	 21.9	11.57	 66	 2615	 7	 	IRAS                              	NED
197.2383750	-15.5162778	1817	2M	13 08 57.21	-15 30 58.6	NGC4984         	 62.5	 7.82	 81	 1279	-2	 	Bar,IRAS                          	NED
197.3433750	-13.5996111	1818	2M	13 09 22.41	-13 35 58.6	2MFGC10474      	 24.6	11.33	 76	14013	 5	1	                                  	NED
197.3465000	 +6.9963333	1819	2M	13 09 23.16	+06 59 46.8	UGC08233        	 46.1	10.83	114	 3619	 7	 	Ring                              	NED
197.3880000	 +1.6731389	1820	2M	13 09 33.12	+01 40 23.3	NGC4999         	 55.9	 9.21	103	 5647	 4	 	Bar,ring,IRAS,Vc                  	NED
197.4165000	-12.3387500	1821	2M	13 09 39.96	-12 20 19.5	MCG-02-34-005   	 20.9	11.54	 65	13908	 5	1	                                  	NED
197.6145000	+18.4381111	1822	2M	13 10 27.48	+18 26 17.2	UGC08248        	 28.3	10.53	 74	 3707	 3	1	IRAS                              	NED
197.6484167	-39.6043333	1823	2M	13 10 35.62	-39 36 15.6	ESO323-089      	 41.7	 9.07	 60	 2937	 0	 	Ring                              	NED
197.6733750	+20.5367500	1824	2M	13 10 41.61	+20 32 12.3	IC0856          	 23.9	11.10	 78	 4049	 3	1	Bar,IRAS                          	NED
197.9059167	 +0.6657222	1825	2M	13 11 37.42	+00 39 56.6	UGC08265        	 24.0	10.74	 73	 5616	 5	3	Bar,NLAGN,ARK406,IRAS             	NED
198.0735833	+26.6861389	1826	2M	13 12 17.66	+26 41 10.1	CGCG160-160     	 19.8	11.65	106	  830	 8	 	Ring                              	NED
198.0792083	+70.6493333	1827	2M	13 12 19.01	+70 38 57.6	NGC5034         	 17.9	11.16	 71	 8691	 3	 	IRAS                              	NED
198.0954167	 -4.3364167	1828	2M	13 12 22.90	-04 20 11.1	NGC5015         	 49.7	 9.67	104	 3149	 1	 	Bar,ring,IRAS,Vc                  	NED
198.1557083	+71.1912778	1829	2M	13 12 37.37	+71 11 28.6	UGC08305        	 22.7	11.79	109	 3142	 5	1	Pec,IRAS                          	NED
198.1864583	+31.8093056	1830	2M	13 12 44.75	+31 48 33.5	NGC5025         	 37.5	10.71	 64	 6343	 3	 	IRAS                              	NED
198.2336250	-32.6939444	1831	2M	13 12 56.07	-32 41 38.2	UGCA334         	 67.8	10.43	 67	 2376	 7	 	IRAS                              	NED
198.4387083	+24.9823889	1832	2M	13 13 45.29	+24 58 56.6	CGCG130-021     	 17.8	11.37	 81	 7253	 3	 	Bar,ring,IRAS                     	NED
198.4411667	-13.0423333	1833	2M	13 13 45.88	-13 02 32.4	NGC5028         	 46.4	 9.19	 73	 6433	-2	 	                                  	NED
198.4909583	-39.2595833	1834	2M	13 13 57.83	-39 15 34.5	ESO323-097      	 32.1	11.31	 64	 5000	 6	 	                                  	NED
198.5405000	 -5.5985556	1835	2M	13 14 09.72	-05 35 54.8	MCG-01-34-013   	 23.3	11.79	 95	 5366	 5	1	                                  	NED
198.5410833	-59.8919444	1836	2M	13 14 09.86	-59 53 31.0	2MASX           	 16.0	11.95	 67	     	 0	 	                                  	NED
198.5739167	-26.5826667	1837	2M	13 14 17.74	-26 34 57.6	MCG-04-31-042   	 17.2	10.91	 61	 3923	-2	1	                                  	NED
198.6917083	+53.8203333	1838	2M	13 14 46.01	+53 49 13.2	MCG+09-22-036   	 23.0	10.55	 74	 4719	 1	 	Vc                                	NED
198.7225417	+27.0081667	1839	2M	13 14 53.41	+27 00 29.4	UGC08325        	 20.3	11.79	 81	 4608	 4	 	                                  	NED
198.7646250	+24.6187222	1840	2M	13 15 03.51	+24 37 07.4	IC0860          	 20.9	10.68	 85	 3870	 0	 	IRAS                              	NED
199.0551667	+36.0795556	1841	2M	13 16 13.24	+36 04 46.4	UGC08341        	 18.7	11.98	 63	 6817	 8	1	                                  	NED
199.0586250	 -6.7051389	1842	2M	13 16 14.07	-06 42 18.5	PGC158586       	 15.2	11.10	100	 5372	 0	 	                                  	NED
199.0713750	+25.4066944	1843	2M	13 16 17.13	+25 24 24.1	IC4215          	 27.3	10.58	118	 3891	 2	 	IRAS                              	NED
199.3175833	 +6.0374722	1844	2M	13 17 16.22	+06 02 14.9	NGC5060         	 31.0	10.52	 68	 6238	 3	 	Bar,IRAS                          	NED
199.4383333	+27.5697500	1845	2M	13 17 45.20	+27 34 11.1	UGC08359        	 19.6	11.06	 78	 6995	 2	 	IRAS                              	NED
199.7842917	+28.5067778	1846	2M	13 19 08.23	+28 30 24.4	NGC5081         	 45.6	10.36	 64	 6649	 3	 	Ring,KIG581,Vc                    	NED
200.0850417	 +6.3363611	1847	2M	13 20 20.41	+06 20 10.9	UGC08379        	 24.6	11.36	 89	11965	 4	 	                                  	NED
200.3603750	 -8.1911667	1848	2M	13 21 26.49	-08 11 28.2	PGC1006959      	 17.6	11.76	120	14414	 3	 	                                  	NED
200.4981250	-54.6125556	1849	2M	13 21 59.55	-54 36 45.2	ESO173-011      	 46.9	 9.91	105	 4153	 6	 	Bar,IRAS                          	NED
200.7352500	+28.3165278	1850	2M	13 22 56.46	+28 18 59.5	NGC5117         	 20.8	11.93	 68	 2386	 6	 	Bar                               	NED
201.2934167	-59.4717500	1851	2M	13 25 10.42	-59 28 18.3	2MASX           	 21.8	10.61	 82	     	 1	 	                                  	NED
201.6182083	-53.9111667	1852	2M	13 26 28.37	-53 54 40.2	PGC166303       	 22.9	11.22	 63	 5183	 2	 	Bar,ring                          	NED
201.6860000	-11.2128611	1853	2M	13 26 44.64	-11 12 46.3	MCG-02-34-051   	 32.3	11.04	 64	 6100	 5	 	                                  	NED
201.7117083	-10.0239722	1854	2M	13 26 50.81	-10 01 26.3	PGC170248       	 21.7	11.72	 87	 5745	 4	 	                                  	NED
201.7260417	+52.7535278	1855	2M	13 26 54.25	+52 45 12.7	NGC5163         	 22.7	10.37	 61	 8928	-2	 	Vc                                	NED
201.8781667	+20.8809167	1856	2M	13 27 30.76	+20 52 51.3	UGC08457        	 30.5	10.80	128	 5965	 4	1	IRAS                              	NED
201.9405000	+54.7990833	1857	2M	13 27 45.72	+54 47 56.7	UGC08462        	 30.0	10.63	 74	 9916	 2	 	                                  	NED
201.9817917	-13.4231111	1858	2M	13 27 55.63	-13 25 23.2	MCG-02-34-054   	 53.7	10.18	115	 3990	 4	 	Bar,ring,IRAS                     	NED
202.1591667	+33.6051667	1859	2M	13 28 38.20	+33 36 18.6	2MFGC10838      	 17.1	11.63	 63	 7873	 5	 	IRAS,Vc                           	NED
202.3881667	-58.8486667	1860	2M	13 29 33.16	-58 50 55.2	PGC3075237      	 28.6	10.89	 77	     	 4	 	                                  	NED
202.4852083	+50.8838056	1861	2M	13 29 56.45	+50 53 01.7	UGC08495        	 16.0	11.99	 63	 7621	 3	 	Ring,KIG587                       	NED
202.5212083	-55.5707500	1862	2M	13 30 05.09	-55 34 14.7	ESO173-016      	 31.2	10.62	 83	 2573	 5	 	IRAS                              	NED
202.6400833	 -6.0923056	1863	2M	13 30 33.62	-06 05 32.3	MCG-01-34-017   	 15.2	11.07	 85	 8817	 2	 	                                  	NED
202.6605417	+18.1345000	1864	2M	13 30 38.53	+18 08 04.2	NGC5190         	 22.8	10.52	 64	 4129	 3	 	Bar,IRAS                          	NED
202.7762917	-76.2156111	1865	2M	13 31 06.31	-76 12 56.2	PGC241037       	 19.4	11.37	 76	13261	 4	 	                                  	NED
202.9530417	-65.2773611	1866	2M	13 31 48.73	-65 16 38.5	PGC3075249      	 22.8	10.39	130	 2778	 0	 	                                  	NED
202.9641250	-20.1733889	1867	2M	13 31 51.39	-20 10 24.2	ESO577-004      	 21.8	10.92	 64	 5703	 0	1	                                  	NED
203.1239167	 +3.5956667	1868	2M	13 32 29.74	+03 35 44.4	CGCG045-005     	 17.1	11.98	 61	10501	 4	 	                                  	NED
203.3320000	-53.3547222	1869	2M	13 33 19.68	-53 21 17.0	ESO174-001      	 48.0	 9.80	 89	 1382	 2	 	Bar,pec,IRAS                      	NED
203.5190000	-17.6286667	1870	2M	13 34 04.56	-17 37 43.2	PGC159265       	 16.1	11.59	 62	14548	 2	3	                                  	NED
203.6635417	 +4.1299167	1871	2M	13 34 39.25	+04 07 47.7	NGC5213         	 20.3	11.50	 63	 6871	 3	 	Vc                                	NED
203.9172917	-41.6223333	1872	2M	13 35 40.15	-41 37 20.4	ESO324-042      	 24.8	11.30	 68	10972	 5	1	                                  	NED
203.9510417	 +2.9987778	1873	2M	13 35 48.25	+02 59 55.6	NGC5231         	 20.7	10.37	 63	 6523	 2	 	Bar,IRAS,Vc                       	NED
203.9844167	-14.3466111	1874	2M	13 35 56.26	-14 20 47.8	PGC925746       	 15.7	11.97	 75	 6573	 3	1	Bar,ring,IRAS                     	NED
204.0050417	+49.9606944	1875	2M	13 36 01.21	+49 57 38.5	IC0902          	 34.8	10.50	 83	 1618	 3	 	IRAS                              	NED
204.0443333	-56.5399167	1876	2M	13 36 10.64	-56 32 23.7	PGC48001        	 56.1	10.66	 92	 4058	 7	 	Bar                               	NED
204.1695833	+20.2000000	1877	2M	13 36 40.70	+20 12 00.0	UGC08598        	 27.9	10.89	115	 4909	 3	 	KIG593                            	NED
204.3960000	-21.2162778	1878	2M	13 37 35.04	-21 12 58.6	PGC170278       	 15.8	11.65	 65	15678	 2	1	                                  	NED
204.5050417	-22.9241944	1879	2M	13 38 01.21	-22 55 27.1	ESO509-085      	 23.1	11.36	 83	 6982	 4	1	                                  	NED
204.5976667	 +6.8874722	1880	2M	13 38 23.44	+06 53 14.9	UGC08626        	 23.4	11.03	 80	 7101	 4	1	Pec,IRAS                          	NED
204.6347083	-13.5643611	1881	2M	13 38 32.33	-13 33 51.7	PGC936327       	 15.8	11.95	 66	15325	 4	1	                                  	NED
204.6643750	+79.4587778	1882	2M	13 38 39.45	+79 27 31.6	NGC5295         	 17.8	10.87	 76	 6935	-2	1	                                  	NED
204.7389167	+24.9802500	1883	2M	13 38 57.34	+24 58 48.9	MCG+04-32-017   	 20.4	11.38	 62	 8198	-2	1	                                  	NED
204.9144583	-55.2674167	1884	2M	13 39 39.47	-55 16 02.7	PGC3075344      	 17.4	11.64	 61	     	 5	 	                                  	NED
205.0378333	+36.8610000	1885	2M	13 40 09.08	+36 51 39.6	NGC5265         	 19.9	11.14	 63	 5742	 3	 	IRAS                              	NED
205.4048750	 +8.8026667	1886	2M	13 41 37.17	+08 48 09.6	CGCG073-064     	 18.1	11.51	 60	23491	 5	2	                                  	NED
205.6417500	+31.5308056	1887	2M	13 42 34.02	+31 31 50.9	CGCG161-127     	 15.7	11.45	 67	 7509	 1	 	Bar                               	NED
205.8408750	-25.9323889	1888	2M	13 43 21.81	-25 55 56.6	ESO509-098      	 27.7	10.82	 63	 8001	 1	1	Bar,ring                          	NED
205.9338750	+25.3921667	1889	2M	13 43 44.13	+25 23 31.8	IC4322          	 15.5	11.30	 61	 8153	-2	1	                                  	NED
205.9760833	-35.7711667	1890	2M	13 43 54.26	-35 46 16.2	PGC2800902      	 15.6	11.40	 68	11636	 0	1	                                  	NED
206.0390417	-18.9454167	1891	2M	13 44 09.37	-18 56 43.5	PGC861769       	 16.6	11.81	 61	10039	 4	2	                                  	NED
206.1102917	-43.8459444	1892	2M	13 44 26.47	-43 50 45.4	2MASX           	 15.0	11.69	 66	10951	 1	1	Bar                               	NED
206.2133333	+32.5259444	1893	2M	13 44 51.20	+32 31 33.4	CGCG190-047     	 19.1	10.79	 95	 7609	-2	 	                                  	NED
206.2344167	-65.6809722	1894	2M	13 44 56.26	-65 40 51.5	PGC101325       	 39.4	 9.76	122	 2774	 5	 	IRAS                              	NED
206.2472500	-17.0272500	1895	2M	13 44 59.34	-17 01 38.1	PGC889929       	 17.2	11.04	 60	     	 0	1	                                  	NED
206.6218750	-39.1551667	1896	2M	13 46 29.25	-39 09 18.6	ESO325-017      	 23.3	11.01	 64	 7155	 1	 	IRAS                              	NED
206.6342500	+20.8475278	1897	2M	13 46 32.22	+20 50 51.1	UGC08705        	 21.0	10.79	 65	 6938	 5	1	KIG598,IRAS                       	NED
206.7193750	+16.2727778	1898	2M	13 46 52.65	+16 16 22.0	NGC5293         	 26.1	11.23	 99	 5785	 5	 	Ring                              	NED
206.8006667	-24.3728889	1899	2M	13 47 12.16	-24 22 22.4	ESO509-108      	 29.2	10.03	 62	 5960	 0	 	AM1344-240                        	NED
206.8424583	+30.3335833	1900	2M	13 47 22.19	+30 20 00.9	UGC08717        	 38.3	10.08	 69	 4677	 0	1	                                  	NED
206.9385000	+16.9731944	1901	2M	13 47 45.24	+16 58 23.5	CGCG102-059     	 15.0	11.18	101	12119	 1	2	                                  	NED
207.0695833	+68.0850000	1902	2M	13 48 16.70	+68 05 06.0	UGC08737        	 61.5	 9.77	 96	 1783	 4	 	Bar,IRAS                          	NED
207.0959167	-38.7552500	1903	2M	13 48 23.02	-38 45 18.9	ESO325-023      	 18.3	11.80	 69	11017	 5	 	                                  	NED
207.1442083	+37.1132222	1904	2M	13 48 34.61	+37 06 47.6	CGCG190-059     	 21.9	10.73	 70	10249	-2	 	KIG599                            	NED
207.3483750	 +8.5076389	1905	2M	13 49 23.61	+08 30 27.5	CGCG073-079     	 18.6	11.18	 68	11456	 5	 	                                  	NED
207.6437500	+44.8458611	1906	2M	13 50 34.50	+44 50 45.1	MCG+08-25-046   	 16.5	11.83	 77	12970	 5	 	                                  	NED
207.6954583	-59.3856389	1907	2M	13 50 46.91	-59 23 08.3	2MASX           	 16.0	11.34	 61	     	 1	 	                                  	NED
207.7810000	+24.0181667	1908	2M	13 51 07.44	+24 01 05.4	CGCG132-024     	 18.6	11.49	 69	 8467	 2	 	                                  	NED
207.8675417	+34.5667778	1909	2M	13 51 28.21	+34 34 00.4	MCG+06-30-106   	 15.5	11.36	 63	16090	 1	2	                                  	NED
207.9103333	-58.5875833	1910	2M	13 51 38.48	-58 35 15.3	PGC3075483      	 47.2	 8.58	 95	 3908	 0	 	IRAS                              	NED
207.9276667	-42.6666389	1911	2M	13 51 42.64	-42 39 59.9	ESO325-032      	 36.7	10.97	 72	10817	 4	 	AM1348-422,IRAS                   	NED
208.1050417	-34.9335833	1912	2M	13 52 25.21	-34 56 00.9	ESO384-007      	 18.3	10.68	 72	11456	 0	 	                                  	NED
208.2355417	 +2.8143333	1913	2M	13 52 56.53	+02 48 51.6	NGC5335         	 37.5	10.28	 64	 4650	 3	 	Bar,ring                          	NED
208.2841667	-16.9603056	1914	2M	13 53 08.20	-16 57 37.1	MCG-03-35-020   	 31.0	10.57	 86	 6284	 3	1	                                  	NED
208.3243750	+33.4907500	1915	2M	13 53 17.85	+33 29 26.7	NGC5347         	 41.3	 9.82	 60	 2384	 2	 	Bar,ring,Sy2,IRAS,Vc              	NED
208.5507917	 -4.8469444	1916	2M	13 54 12.19	-04 50 49.0	MCG-01-35-020   	 33.9	10.83	115	 4330	 4	 	Bar,ring                          	NED
208.6214167	+54.3307500	1917	2M	13 54 29.14	+54 19 50.7	NGC5368         	 20.1	10.31	 63	 4654	 1	 	Ring,IRAS                         	NED
208.6395000	-53.3111944	1918	2M	13 54 33.48	-53 18 40.3	ESO174-002      	 52.1	10.43	 72	 3758	 6	 	Bar,IRAS                          	NED
209.2332500	+29.1642778	1919	2M	13 56 55.98	+29 09 51.4	NGC5375         	 56.2	 9.44	102	 2385	 2	 	Bar,ring,KIG605,IRAS,Vc           	NED
209.3065833	+73.6166389	1920	2M	13 57 13.58	+73 36 59.9	NGC5412         	 21.6	10.54	 62	 7134	-2	4	                                  	NED
209.3143333	+24.2575000	1921	2M	13 57 15.44	+24 15 27.0	UGC08873        	 22.8	11.21	 69	 8891	 3	1	                                  	NED
209.5275417	 -4.0859444	1922	2M	13 58 06.61	-04 05 09.4	MCG-01-36-01    	 22.8	11.47	 72	 7531	 5	 	Vc                                	NED
209.5294583	 -0.3926111	1923	2M	13 58 07.07	-00 23 33.4	CGCG018-010     	 15.1	11.59	 79	 8875	 4	1	IRAS                              	NED
209.7372500	-58.7670556	1924	2M	13 58 56.94	-58 46 01.4	PGC166318       	 30.9	 9.90	 74	 3687	 0	 	                                  	NED
209.9310417	+36.2382222	1925	2M	13 59 43.45	+36 14 17.6	NGC5401         	 32.1	10.41	 66	 3757	 1	 	                                  	NED
