#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:37:44 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:37:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/649/A18/tableh1&-order=I&-out=Galaxy&-out=logMdust&-out=e_logMdust&-out=logUav&-out=e_logUav&-out=logqAF&-out=e_logqAF&-out=logMgas&-out=e_logMgas&-out=logfmol&-out=e_logfmol&-out=logMstar&-out=e_logMstar&-out=logsSFR&-out=e_logsSFR&-out=logOovHp12&-out=e_logOovHp12&-out=SimbadName&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36490018
#Name: J/A+A/649/A18
#Title: Nearby galaxy perspective on dust evolution (Galliano+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	creator=Galliano F.	    First author or institution
#INFO	cites=bibcode:2021A&A...649A..18G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/649/A18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36490018	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-01-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_649_A18_tableh1:
#Name: J/A+A/649/A18/tableh1
#Title: SED fitting results
#Column	Galaxy	(a15)	Galaxy name according to the DustPedia catalog (1)	[ucd=meta.id;meta.main]
#Column	logMdust	(E11.4)	Decimal logarithm of the dust mass	[ucd=phys.mass]
#Column	e_logMdust	(E11.4)	Uncertainty on logMdust	[ucd=stat.error]
#Column	logUav	(E11.4)	Decimal logarithm of the average starlight intensity, U, in 2.2E-5W/m2	[ucd=phot.mag;em.opt.U]
#Column	e_logUav	(E11.4)	Uncertainty on logUav	[ucd=stat.error]
#Column	logqAF	(E11.4)	Decimal logarithm of the mass fraction of small a-C(:H) grains	[ucd=phys.mass]
#Column	e_logqAF	(E11.4)	Uncertainty on logqAF	[ucd=stat.error]
#Column	logMgas	(E11.4)	? Decimal logarithm of the gas mass	[ucd=phys.mass]
#Column	e_logMgas	(E11.4)	? Uncertainty on logMgas	[ucd=stat.error]
#Column	logfmol	(E11.4)	? Decimal logarithm of the mass fraction of molecular gas	[ucd=phys.mass]
#Column	e_logfmol	(E11.4)	? Uncertainty on logfmol	[ucd=stat.error]
#Column	logMstar	(E11.4)	? Decimal logarithm of the stellar mass	[ucd=phys.mass]
#Column	e_logMstar	(E11.4)	? Uncertainty on logMstar	[ucd=stat.error]
#Column	logsSFR	(E11.4)	? Decimal logarithm of the specific star formation rate	[ucd=phys.SFR]
#Column	e_logsSFR	(E11.4)	? Uncertainty on logsSFR	[ucd=stat.error]
#Column	logOovHp12	(E11.4)	? Metallicity expressed as 12+log(O/H)	[ucd=phys.abund]
#Column	e_logOovHp12	(E11.4)	? Uncertainty on 12+log(O/H)	[ucd=stat.error]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Galaxy	logMdust	e_logMdust	logUav	e_logUav	logqAF	e_logqAF	logMgas	e_logMgas	logfmol	e_logfmol	logMstar	e_logMstar	logsSFR	e_logsSFR	logOovHp12	e_logOovHp12	SimbadName	_RA	_DE
NGC4454        	 6.9910e+00	 2.2919e-01	 8.9286e-02	 2.0164e-01	-8.1063e-01	 5.1865e-02	           	           	           	           	 1.0642e+01	 4.9141e-02	-1.1363e+01	 1.5322e-01	           	           	NGC4454                 	187.21143	-01.93918
NGC4458        	 5.3161e+00	 4.2938e-01	-1.9384e-01	 4.0412e-01	-1.0017e+00	 1.8161e-01	           	           	           	           	 9.8716e+00	 3.5705e-02	-1.2505e+01	 2.1225e-01	           	           	NGC4458                 	187.23972	+13.24192
NGC4457        	 6.2879e+00	 5.9964e-02	 7.1438e-01	 5.5400e-02	-9.8649e-01	 4.6030e-02	 9.4111e+00	 1.5667e-01	           	           	 1.0156e+01	 6.2642e-02	-1.1233e+01	 3.1640e-01	           	           	NGC4457                 	187.24588	+03.57061
NGC4461        	 5.7563e+00	 3.2841e-01	-4.4702e-02	 3.4932e-01	-8.7360e-01	 1.6557e-01	           	           	           	           	 1.0224e+01	 6.1655e-02	-1.2458e+01	 4.1017e-01	           	           	NGC4461                 	187.26254	+13.18386
NGC4464        	 5.6807e+00	 3.7952e-01	-2.7128e-01	 3.3471e-01	-9.0321e-01	 1.5096e-01	           	           	           	           	 9.8899e+00	 7.0507e-02	-1.1841e+01	 5.0319e-01	           	           	NGC4464                 	187.33880	+08.15656
IC3413         	 5.8805e+00	 3.9697e-01	-4.2849e-02	 3.5984e-01	-8.9247e-01	 1.5826e-01	           	           	           	           	 9.9332e+00	 5.4890e-02	-1.2271e+01	 2.9036e-01	           	           	IC3413                  	187.34382	+11.43388
NGC4469        	 6.1270e+00	 9.4018e-02	 6.8796e-01	 8.6511e-02	-9.3453e-01	 1.1941e-01	 9.0041e+00	 3.8801e-01	           	           	 1.0395e+01	 6.3079e-02	-1.2021e+01	 4.1255e-01	           	           	NGC4469                 	187.36665	+08.75017
NGC4468        	 5.7969e+00	 2.4548e-01	-1.1397e-01	 3.2325e-01	-8.7191e-01	 1.5317e-01	           	           	           	           	 9.5579e+00	 5.3287e-02	-1.2058e+01	 3.7075e-01	           	           	NGC4468                 	187.37872	+14.04908
NGC4470        	 6.6372e+00	 6.2968e-02	 3.9798e-01	 6.2886e-02	-8.9429e-01	 1.0051e-02	 8.9625e+00	 6.2118e-02	-9.3837e-01	 2.1529e-01	 9.1816e+00	 9.2425e-02	-9.4831e+00	 9.7637e-02	 8.3835e+00	 2.1906e-02	NGC4470                 	187.40753	+07.82425
NGC4472        	 6.5255e+00	 4.9196e-01	 8.7775e-02	 4.1188e-01	-8.9995e-01	 2.3771e-01	           	           	           	           	 1.1779e+01	 2.1698e-02	-1.2011e+01	 3.0686e-02	           	           	NGC4472                 	187.44499	+08.00041
NGC4473        	 6.0916e+00	 2.9861e-01	 3.5040e-01	 3.6772e-01	-7.9987e-01	 1.7297e-01	           	           	           	           	 1.0805e+01	 8.6796e-02	-1.2591e+01	 3.3514e-01	           	           	NGC4473                 	187.45366	+13.42932
NGC4474        	 5.3061e+00	 4.3919e-01	-6.1435e-02	 4.3361e-01	-9.2494e-01	 1.9519e-01	           	           	           	           	 1.0086e+01	 2.1849e-02	-1.2689e+01	 4.8688e-01	           	           	NGC4474                 	187.47310	+14.06867
NGC4476        	 5.9504e+00	 8.6155e-02	 6.2457e-01	 8.9041e-02	-9.9447e-01	 3.9644e-02	           	           	           	           	 9.7881e+00	 4.4727e-02	-1.1719e+01	 2.4511e-01	           	           	NGC4476                 	187.49617	+12.34867
UGC07636       	 3.9796e+00	 6.5523e-01	-8.6913e-01	 5.5890e-01	-1.0658e+00	 3.3207e-01	           	           	           	           	 6.9889e+00	 3.2547e-02	-1.0889e+01	 2.3879e-01	           	           	UGC07636                	187.50146	+07.92984
NGC4477        	 6.0460e+00	 2.3626e-01	 3.6147e-01	 2.1558e-01	-8.4336e-01	 1.2554e-01	           	           	           	           	 1.0810e+01	 3.5824e-02	-1.2748e+01	 3.4432e-01	           	           	NGC4477                 	187.50905	+13.63644
NGC4482        	 5.5534e+00	 3.3860e-01	-1.9235e-01	 3.2880e-01	-9.4799e-01	 1.4231e-01	           	           	           	           	 9.5889e+00	 5.5846e-02	-1.1699e+01	 2.4733e-01	           	           	NGC4482                 	187.54302	+10.77947
NGC4478        	 5.6476e+00	 2.8498e-01	 2.3980e-01	 3.6507e-01	-8.6234e-01	 1.6285e-01	           	           	           	           	 1.0338e+01	 7.9644e-02	-1.2533e+01	 3.7976e-01	           	           	NGC4478                 	187.57266	+12.32858
NGC4479        	 5.1895e+00	 4.0930e-01	-2.7220e-01	 3.9723e-01	-9.4569e-01	 1.7270e-01	           	           	           	           	 9.8041e+00	 4.9902e-02	-1.2513e+01	 2.5539e-01	           	           	NGC4479                 	187.57643	+13.57747
NGC4480        	 7.4473e+00	 4.9979e-02	 2.0582e-01	 5.1558e-02	-9.7849e-01	 6.3252e-02	 9.7539e+00	 3.7685e-02	-9.7921e-01	 2.2757e-01	 1.0132e+01	 7.7162e-02	-9.9266e+00	 9.4127e-02	 8.4258e+00	 6.4174e-02	NGC4480                 	187.61159	+04.24647
NGC4483        	 5.2058e+00	 3.9549e-01	-2.6552e-01	 3.7319e-01	-8.8822e-01	 1.6777e-01	           	           	           	           	 1.0084e+01	 7.6148e-02	-1.2646e+01	 4.0412e-01	           	           	NGC4483                 	187.66925	+09.01566
NGC4488        	 5.1792e+00	 3.2645e-01	-3.4833e-02	 3.2117e-01	-9.5850e-01	 1.6804e-01	           	           	           	           	 9.4100e+00	 6.7024e-02	-1.1905e+01	 4.3576e-01	           	           	NGC4488                 	187.71405	+08.36000
NGC4491        	 4.4676e+00	 1.8264e-01	 1.2359e+00	 1.8125e-01	-1.4785e+00	 7.4475e-02	           	           	           	           	 8.0022e+00	 5.4247e-02	-1.0619e+01	 2.6632e-01	           	           	NGC4491                 	187.73796	+11.48353
NGC4492        	 7.2009e+00	 1.1668e-01	-1.6402e-01	 1.1875e-01	-7.6555e-01	 1.3548e-01	 9.1608e+00	 2.4609e-01	-6.9917e-01	 3.2583e-01	 1.0962e+01	 8.0399e-02	-1.1569e+01	 1.4932e-01	           	           	NGC4492                 	187.74879	+08.07790
NGC4494        	 6.6824e+00	 5.1344e-01	-5.6835e-01	 4.4667e-01	-2.4377e-01	 2.2964e-01	           	           	           	           	 1.0918e+01	 7.1461e-02	           	           	           	           	NGC4494                 	187.85014	+25.77498
NGC4497        	 5.6629e+00	 3.4834e-01	-1.1432e-01	 3.6015e-01	-8.8051e-01	 1.6238e-01	           	           	           	           	 9.6993e+00	 3.9549e-02	-1.2366e+01	 3.2218e-01	           	           	NGC4497                 	187.88555	+11.62476
NGC4496A       	 7.0825e+00	 4.4548e-02	 1.9933e-01	 3.7070e-02	-9.4503e-01	 3.4629e-02	 9.4883e+00	 9.8263e-03	-1.2565e+00	 2.4596e-01	 9.6458e+00	 8.8259e-02	-9.6644e+00	 9.7758e-02	 8.4857e+00	 3.8240e-02	NGC4496A                	187.91343	+03.93934
NGC4498        	 6.9674e+00	 3.7574e-02	 2.2956e-02	 3.6971e-02	-9.5123e-01	 9.6178e-03	 9.0500e+00	 1.2105e-01	           	           	 9.4484e+00	 5.2251e-02	-9.8387e+00	 6.7577e-02	 8.3952e+00	 2.7799e-02	NGC4498                 	187.91483	+16.85267
IC0797         	 6.6486e+00	 6.1655e-02	 3.3655e-01	 6.5608e-02	-9.5420e-01	 1.5774e-02	 8.8337e+00	 1.2656e-02	           	           	 9.4013e+00	 4.4709e-02	-9.8226e+00	 6.7392e-02	 8.4488e+00	 2.4387e-02	IC0797                  	187.97813	+15.12392
IC3459         	 2.7210e+00	 7.7498e-01	-1.0431e+00	 6.3314e-01	-9.7102e-01	 3.8355e-01	           	           	           	           	 7.0924e+00	 8.4169e-02	-1.2610e+01	 3.2059e-01	           	           	IC3459                  	187.98349	+12.17392
NGC4501        	 7.2973e+00	 2.4808e-02	 6.5616e-01	 4.1682e-02	-1.0417e+00	 3.1383e-02	 9.6785e+00	 1.1002e-01	-2.9217e-01	 1.7043e-01	 1.0651e+01	 7.6097e-02	-1.0422e+01	 1.1367e-01	 8.5820e+00	 7.1280e-02	NGC4501                 	187.99673	+14.42041
NGC4503        	 5.6994e+00	 2.9854e-01	 4.0252e-02	 2.7481e-01	-9.6892e-01	 1.4389e-01	           	           	           	           	 1.0270e+01	 3.9545e-02	           	           	           	           	NGC4503                 	188.02580	+11.17643
NGC4506        	 5.8400e+00	 1.8441e-01	 5.0955e-02	 1.9707e-01	-8.8105e-01	 9.3808e-02	           	           	           	           	 9.3585e+00	 5.9085e-02	-1.1674e+01	 2.7801e-01	 8.4453e+00	 5.8410e-02	NGC4506                 	188.04384	+13.41967
IC3468         	 5.2088e+00	 3.3895e-01	-2.4149e-01	 3.6977e-01	-9.8500e-01	 1.5622e-01	           	           	           	           	 9.3982e+00	 5.7451e-02	-1.1470e+01	 1.2457e-01	           	           	IC3468                  	188.05920	+10.25154
UGC07688       	 5.1907e+00	 4.3553e-01	-4.3384e-01	 4.3591e-01	-1.0388e+00	 1.9362e-01	           	           	           	           	 9.3490e+00	 7.3894e-02	           	           	           	           	UGC07688                	188.13668	+08.04578
UGC07700       	 7.0149e+00	 1.1744e-01	 8.5299e-02	 1.3140e-01	-1.1824e+00	 7.6176e-02	 9.8560e+00	 4.0106e-02	           	           	 9.6272e+00	 9.1783e-02	-9.6689e+00	 1.0405e-01	 8.3033e+00	 4.0784e-02	UGC07700                	188.13677	+63.87739
IC3475         	 5.9449e+00	 4.2066e-01	 3.5549e-02	 3.8855e-01	-8.9775e-01	 1.6602e-01	 9.1664e+00	 5.8592e-02	           	           	 1.0060e+01	 2.1650e-02	-1.2259e+01	 2.7700e-01	           	           	IC3475                  	188.17077	+12.77054
IC3476         	 6.3214e+00	 6.0753e-02	 3.0883e-01	 6.4775e-02	-9.9127e-01	 2.0718e-02	 8.3130e+00	 2.5396e-02	-9.1032e-01	 1.4232e-01	 8.7147e+00	 4.8034e-02	-9.4200e+00	 5.2760e-02	 8.3499e+00	 7.9469e-03	IC3476                  	188.17393	+14.05161
NGC4437        	 7.3771e+00	 1.4275e-02	-9.5621e-02	 2.6850e-02	-9.5235e-01	 3.7389e-02	 9.5981e+00	 3.4838e-02	-1.0548e+00	 3.2255e-01	 9.8775e+00	 6.6696e-02	-1.0247e+01	 1.1985e-01	 8.4145e+00	 6.4527e-02	NGC4437                 	188.18994	+00.11504
NGC4521        	 6.2489e+00	 2.2234e-01	 4.4482e-01	 2.3300e-01	-8.8262e-01	 1.0634e-01	           	           	           	           	 1.0889e+01	 4.4698e-02	-1.2109e+01	 5.0676e-01	           	           	NGC4521                 	188.19852	+63.93919
NGC4516        	 5.5324e+00	 2.8772e-01	-1.9822e-01	 3.4680e-01	-8.7976e-01	 1.4444e-01	           	           	           	           	 9.6551e+00	 5.6676e-02	-1.1678e+01	 1.2259e-01	           	           	NGC4516                 	188.28140	+14.57493
NGC4522        	 6.6150e+00	 4.6825e-02	 2.8273e-01	 4.3343e-02	-9.3543e-01	 2.6311e-02	 9.0048e+00	 9.9461e-02	-5.7346e-01	 1.7285e-01	 9.4480e+00	 7.4456e-02	-1.0043e+01	 9.3128e-02	 8.4284e+00	 5.1177e-02	NGC4522                 	188.41524	+09.17487
IC3499         	 5.0429e+00	 4.5872e-01	-5.1161e-01	 4.0686e-01	-9.1578e-01	 1.8653e-01	           	           	           	           	 9.3456e+00	 6.1062e-02	-1.2043e+01	 5.3236e-01	           	           	IC3499                  	188.43747	+10.99572
NGC4525        	 6.4248e+00	 6.9158e-02	-2.0410e-01	 7.6995e-02	-8.9995e-01	 3.7758e-02	 8.5620e+00	 2.2789e-02	-9.6114e-01	 1.4586e-01	 8.9884e+00	 7.3451e-02	-1.0229e+01	 1.1738e-01	 8.3384e+00	 6.4550e-02	NGC4525                 	188.46306	+30.27744
IC0800         	 5.9639e+00	 9.4919e-02	 3.3880e-01	 1.0002e-01	-8.8013e-01	 2.6596e-02	 8.2526e+00	 9.6267e-02	           	           	 9.0598e+00	 6.7793e-02	-1.0105e+01	 8.1725e-02	 8.3691e+00	 5.2826e-02	IC0800                  	188.48631	+15.35454
NGC4526        	 6.6454e+00	 2.9882e-02	 7.7805e-01	 2.7443e-02	-1.1064e+00	 6.6923e-02	           	           	           	           	 1.0929e+01	 8.2835e-02	-1.2293e+01	 3.3060e-01	           	           	NGC4526                 	188.51262	+07.69914
NGC4528        	 5.6272e+00	 3.6899e-01	-1.1142e-01	 3.4749e-01	-8.7139e-01	 1.6981e-01	           	           	           	           	 9.9910e+00	 6.9184e-02	-1.2563e+01	 3.9481e-01	           	           	NGC4528                 	188.52527	+11.32127
NGC4527        	 7.5173e+00	 1.5018e-02	 6.5454e-01	 2.7330e-02	-1.0064e+00	 2.6714e-02	 1.0116e+01	 6.1481e-02	-4.6559e-01	 1.4190e-01	 1.0549e+01	 6.3048e-02	-1.0192e+01	 1.0400e-01	 8.5293e+00	 5.1824e-02	NGC4527                 	188.53540	+02.65381
IC3509         	 5.2649e+00	 4.7594e-01	-4.4042e-01	 4.2900e-01	-8.9301e-01	 1.9335e-01	           	           	           	           	 9.0209e+00	 5.1385e-02	-1.2132e+01	 2.7162e-01	           	           	IC3509                  	188.54819	+12.04886
NGC4531        	 6.5492e+00	 9.7731e-02	-2.9475e-02	 9.3140e-02	-8.8159e-01	 9.8262e-02	           	           	           	           	 1.0010e+01	 6.0442e-02	-1.1666e+01	 3.1629e-01	           	           	NGC4531                 	188.56612	+13.07531
NGC4532        	 6.6641e+00	 5.6078e-02	 6.2639e-01	 4.9227e-02	-1.3443e+00	 3.3828e-02	 9.2357e+00	 9.0732e-03	-1.3855e+00	 1.9672e-01	 9.0932e+00	 8.1446e-02	-9.2185e+00	 8.4756e-02	 8.1350e+00	 2.4831e-02	NGC4532                 	188.58054	+06.46770
NGC4535        	 7.5172e+00	 1.9258e-02	 2.9430e-01	 2.4449e-02	-8.0190e-01	 2.5869e-02	 9.9336e+00	 7.9053e-02	-6.4061e-01	 2.0513e-01	 1.0427e+01	 7.7779e-02	-1.0047e+01	 9.1135e-02	 8.5208e+00	 2.0954e-02	NGC4535                 	188.58462	+08.19776
NGC4533        	 6.3356e+00	 1.3387e-01	-8.5007e-03	 1.7704e-01	-1.1314e+00	 1.0356e-01	 8.9706e+00	 8.6131e-03	           	           	 9.2477e+00	 7.0675e-02	-1.0328e+01	 1.0210e-01	 8.2741e+00	 5.1945e-02	NGC4533                 	188.59175	+02.32539
NGC4536        	 7.3561e+00	 1.7893e-02	 6.8786e-01	 1.5220e-02	-1.0768e+00	 1.9663e-02	 9.9242e+00	 4.6615e-02	-6.6575e-01	 1.4751e-01	 1.0181e+01	 7.2426e-02	-9.6860e+00	 8.6822e-02	           	           	NGC4536                 	188.61304	+02.18788
IC3517         	 5.7210e+00	 1.7170e-01	 1.4874e-01	 2.1882e-01	-1.1566e+00	 1.3646e-01	 7.9590e+00	 3.3312e-02	           	           	 8.3745e+00	 9.2095e-02	-1.0022e+01	 1.1151e-01	 8.2166e+00	 5.6286e-02	IC3517                  	188.62879	+09.15412
IC3518         	 6.0982e+00	 4.6905e-01	-6.8661e-01	 3.7527e-01	-8.5026e-01	 1.8828e-01	           	           	           	           	 8.8496e+00	 8.8178e-02	-1.1777e+01	 4.8094e-01	           	           	IC3518                  	188.63038	+09.62343
IC3521         	 6.3164e+00	 5.1329e-02	 5.0448e-01	 5.2300e-02	-1.0665e+00	 3.6919e-02	 8.6985e+00	 1.6728e-01	-6.1567e-01	 2.3317e-01	 9.3159e+00	 7.0719e-02	-1.0112e+01	 9.7572e-02	 8.5132e+00	 3.9083e-02	IC3521                  	188.66465	+07.16019
NGC4546        	 6.1503e+00	 1.9937e-01	 9.6178e-03	 2.0214e-01	-6.3900e-01	 1.0964e-01	           	           	           	           	 1.0507e+01	 6.3723e-02	-1.2602e+01	 3.6636e-01	           	           	NGC4546                 	188.87294	-03.79323
NGC4550        	 5.8744e+00	 1.8741e-01	 1.0887e-01	 1.8834e-01	-8.9332e-01	 1.1665e-01	           	           	           	           	 1.0105e+01	 4.4425e-02	-1.2105e+01	 2.8416e-01	           	           	NGC4550                 	188.87755	+12.22096
NGC4562        	 6.4139e+00	 1.8385e-01	-6.2462e-01	 2.4531e-01	-9.4706e-01	 1.0817e-01	 8.4054e+00	 8.0814e-03	           	           	 8.7732e+00	 6.2184e-02	-1.0515e+01	 9.9317e-02	           	           	NGC4562                 	188.89403	+25.84955
NGC4551        	 5.6277e+00	 3.0266e-01	-8.8716e-02	 3.3126e-01	-8.6679e-01	 1.5166e-01	           	           	           	           	 1.0169e+01	 4.0848e-02	-1.2135e+01	 4.8197e-01	           	           	NGC4551                 	188.90825	+12.26401
NGC4552        	 6.4252e+00	 5.0956e-01	-1.9406e-01	 3.6038e-01	-7.9599e-01	 2.1801e-01	           	           	           	           	 1.1168e+01	 3.9778e-02	-1.2840e+01	 3.1282e-01	           	           	NGC4552                 	188.91586	+12.55634
PGC041994      	 4.7635e+00	 7.1262e-01	-9.4613e-01	 4.5038e-01	-9.4029e-01	 2.2770e-01	 9.0803e+00	 1.0325e-02	           	           	           	           	           	           	           	           	PGC041994               	188.96750	+13.85806
NGC4559        	 7.1685e+00	 4.8976e-02	-1.9157e-01	 1.1558e-01	-1.1173e+00	 1.4127e-01	 9.8645e+00	 7.1662e-03	-1.3607e+00	 1.4583e-01	 9.5168e+00	 8.6768e-02	-9.6803e+00	 9.7972e-02	 8.1664e+00	 3.8273e-02	NGC4559                 	188.99017	+27.95996
NGC4561        	 6.6595e+00	 1.0713e-01	 4.3894e-01	 1.0997e-01	-1.3349e+00	 2.7163e-02	 9.6926e+00	 2.3084e-02	           	           	 9.5640e+00	 8.1918e-02	-9.6279e+00	 9.6165e-02	 8.1981e+00	 5.1912e-02	NGC4561                 	189.03390	+19.32259
NGC4564        	 5.8087e+00	 3.5472e-01	 9.6902e-02	 3.5084e-01	-8.9894e-01	 1.5793e-01	           	           	           	           	 1.0496e+01	 7.8744e-02	-1.2459e+01	 4.0907e-01	           	           	NGC4564                 	189.11247	+11.43932
PGC042068      	 4.4448e+00	 3.5888e-01	 1.4917e-01	 3.7563e-01	-1.1330e+00	 1.7224e-01	 7.3703e+00	 1.0697e-01	           	           	 8.2354e+00	 6.7834e-02	-1.1163e+01	 1.5340e-01	 8.2202e+00	 6.1754e-02	PGC042068               	189.14573	+08.05474
NGC4569        	 7.0580e+00	 5.2171e-02	 4.6343e-01	 4.6296e-02	-8.4181e-01	 4.7779e-02	 9.6524e+00	 1.1432e-01	-2.4856e-01	 1.6371e-01	 1.0490e+01	 5.8785e-02	-1.1237e+01	 2.8250e-01	           	           	NGC4569                 	189.20757	+13.16287
NGC4570        	 6.1386e+00	 3.5757e-01	-3.2190e-01	 3.0621e-01	-7.5161e-01	 1.8020e-01	           	           	           	           	 1.0653e+01	 4.2635e-02	-1.2874e+01	 3.3353e-01	           	           	NGC4570                 	189.22250	+07.24666
IC3586         	 6.0393e+00	 4.3109e-01	-5.1085e-01	 3.5412e-01	-8.4060e-01	 1.6921e-01	           	           	           	           	 9.1758e+00	 5.0516e-02	-1.2082e+01	 3.5541e-01	           	           	IC3586                  	189.22857	+12.52014
NGC4571        	 7.3102e+00	 9.0746e-02	 5.5377e-02	 9.2636e-02	-7.9105e-01	 5.1909e-02	 9.3951e+00	 6.5089e-02	-4.3724e-01	 1.3557e-01	 1.0304e+01	 6.1907e-02	-1.0723e+01	 1.4559e-01	           	           	NGC4571                 	189.23488	+14.21730
NGC4589        	 6.2642e+00	 4.0158e-01	 1.4900e-01	 3.3913e-01	-8.1458e-01	 1.8259e-01	           	           	           	           	 1.0978e+01	 7.0663e-02	-1.2722e+01	 4.8293e-01	           	           	NGC4589                 	189.35410	+74.19190
PGC042147      	 5.3675e+00	 6.3356e-01	-6.8153e-01	 5.1168e-01	-9.5472e-01	 2.4902e-01	           	           	           	           	 8.0815e+00	 1.3526e-01	-1.1270e+01	 6.3682e-01	           	           	PGC042147               	189.37065	+12.35316
NGC4578        	 5.8167e+00	 2.9384e-01	 1.7553e-02	 3.0826e-01	-8.8164e-01	 1.5475e-01	           	           	           	           	 1.0147e+01	 3.5336e-02	-1.2123e+01	 4.4466e-01	           	           	NGC4578                 	189.37727	+09.55512
PGC042160      	 5.8184e+00	 1.6165e-01	 1.2757e-01	 1.8199e-01	-1.1584e+00	 1.2067e-01	 8.3150e+00	 1.4300e-02	           	           	 8.6973e+00	 5.9929e-02	-9.7824e+00	 6.7779e-02	 8.1774e+00	 3.9737e-02	PGC042160               	189.42299	+08.55867
NGC4579        	 7.4769e+00	 7.0836e-02	 5.5113e-01	 1.1223e-01	-8.5454e-01	 6.6055e-02	 9.9010e+00	 2.5078e-01	           	           	 1.1099e+01	 4.7799e-02	-1.1248e+01	 2.3766e-01	 8.5901e+00	 1.9541e-02	NGC4579                 	189.43165	+11.81809
UGC07795       	 5.5611e+00	 2.4243e-01	-9.7671e-02	 3.1530e-01	-1.2586e+00	 1.7380e-01	 8.4747e+00	 5.4838e-03	           	           	 8.1092e+00	 1.1705e-01	-9.4571e+00	 1.2217e-01	 8.0963e+00	 1.1416e-01	UGC07795                	189.43844	+07.10509
NGC4580        	 6.9163e+00	 4.2950e-02	 2.2139e-01	 4.6703e-02	-1.0286e+00	 1.4020e-02	           	           	           	           	 1.0068e+01	 4.8108e-02	-1.1019e+01	 2.4406e-01	           	           	NGC4580                 	189.45156	+05.36851
NGC4584        	 5.9496e+00	 1.2697e-01	 1.2980e-01	 1.4358e-01	-8.2562e-01	 8.3896e-02	 8.3027e+00	 1.7698e-01	           	           	 9.1410e+00	 7.0829e-02	-1.1455e+01	 2.5115e-01	 8.4364e+00	 5.2660e-02	NGC4584                 	189.57448	+13.10987
UGC07802       	 6.2248e+00	 1.8058e-01	-3.8992e-02	 1.9309e-01	-1.0017e+00	 1.1294e-01	 8.6355e+00	 1.5743e-02	           	           	 9.0087e+00	 8.6009e-02	-1.0366e+01	 1.3650e-01	 8.2871e+00	 5.1528e-02	UGC07802                	189.58736	+07.89202
NGC4586        	 6.1687e+00	 1.9469e-01	 2.0831e-01	 1.7173e-01	-8.0984e-01	 6.6845e-02	 8.4129e+00	 9.0112e-02	-3.2826e-01	 1.4766e-01	 1.0010e+01	 6.5918e-02	-1.2081e+01	 3.8937e-01	           	           	NGC4586                 	189.61836	+04.31918
IC3611         	 6.2230e+00	 2.8982e-01	 7.4890e-01	 2.7092e-01	-1.1725e+00	 1.3659e-01	 8.9396e+00	 5.5633e-02	           	           	 9.7438e+00	 8.1068e-02	-1.0768e+01	 2.5828e-01	 8.2911e+00	 5.3784e-02	IC3611                  	189.76666	+13.36380
NGC4591        	 7.3034e+00	 6.3180e-02	 1.7752e-01	 6.8051e-02	-9.7822e-01	 3.7905e-02	 9.4608e+00	 3.7945e-02	           	           	 1.0210e+01	 5.7897e-02	-1.0276e+01	 8.8788e-02	 8.4989e+00	 5.0697e-02	NGC4591                 	189.80183	+06.01228
NGC4592        	 7.0628e+00	 1.1003e-01	-2.6272e-01	 1.0979e-01	-1.1322e+00	 5.0200e-02	 9.8444e+00	 2.4371e-02	           	           	 9.0174e+00	 3.1276e-02	-9.4228e+00	 3.8156e-02	 8.1830e+00	 2.5282e-03	NGC4592                 	189.82816	-00.53208
IC3631         	 6.0989e+00	 2.7001e-01	 2.8436e-01	 3.1952e-01	-1.0227e+00	 1.4067e-01	           	           	           	           	 9.9564e+00	 6.0305e-02	-1.0775e+01	 9.2751e-02	           	           	IC3631                  	189.95007	+12.97397
